x,y
613,29
610,30
607,30
605,29
602,28
601,28
598,28
597,28
596,28
595,28
595,28
594,28
593,28
592,27
592,28
592,28
591,28
591,28
592,28
591,28
591,28
591,28
590,28
590,28
590,28
589,28
589,28
589,28
589,28
589,28
589,28
588,28
589,28
589,28
589,28
589,28
588,28
589,28
588,28
588,28
588,28
588,28
588,28
588,28
588,28
588,28
588,28
588,28
588,28
587,28
588,28
588,28
587,28
587,28
587,28
587,28
587,28
588,28
588,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
587,28
586,28
587,28
586,29
585,32
587,38
583,38
576,35
569,34
566,36
561,38
557,37
553,36
550,38
549,40
547,41
546,42
545,43
545,43
545,44
545,44
544,45
545,45
544,45
544,45
544,45
543,45
545,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,45
544,46
544,46
545,45
545,45
544,45
544,46
544,45
544,45
545,45
544,45
544,45
544,46
544,46
544,45
544,45
544,45
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,45
544,46
544,45
544,45
544,45
544,45
544,45
544,45
544,46
544,45
544,46
544,46
544,46
544,45
543,46
544,46
544,46
544,46
544,46
544,45
544,45
544,45
544,45
544,45
545,45
544,45
545,46
545,46
545,46
544,46
545,46
545,46
545,46
545,46
544,46
544,46
544,46
544,46
544,46
543,46
544,46
545,45
544,46
544,46
545,45
544,46
544,46
545,45
545,46
545,46
544,46
544,46
544,46
544,46
544,46
545,46
545,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
545,46
544,46
545,46
544,46
545,46
545,46
545,46
545,46
545,46
544,45
544,46
544,46
545,46
545,46
545,46
544,46
544,46
545,46
544,46
544,46
544,46
543,46
544,46
544,45
544,46
543,46
544,46
544,46
544,46
544,46
544,46
544,46
543,46
545,45
544,46
545,46
544,46
544,46
544,46
544,46
544,46
544,46
545,46
544,46
544,46
544,46
544,46
544,45
544,46
544,46
544,46
544,46
543,46
544,46
543,46
544,46
544,46
544,46
544,46
544,46
545,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
543,46
544,46
543,46
544,46
543,46
543,46
543,46
543,46
544,46
545,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
545,46
545,46
544,46
543,46
544,46
545,46
544,46
543,46
544,46
544,46
543,46
544,46
544,46
544,46
544,46
544,46
544,46
543,46
543,46
544,46
544,46
544,46
544,46
544,46
544,46
543,46
543,46
543,46
543,46
544,46
544,46
543,46
543,46
543,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
544,46
543,46
543,46
545,46
544,46
544,46
544,46
545,44
544,44
544,46
543,49
542,52
540,53
538,54
539,57
539,59
537,60
535,61
534,62
534,65
533,66
533,66
532,67
531,68
531,70
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,72
529,72
530,71
530,72
530,72
530,72
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,72
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,71
530,72
530,72
530,71
530,72
530,71
530,72
530,71
530,72
530,71
530,71
530,72
530,72
530,71
530,72
530,72
530,71
529,72
529,72
530,72
530,72
530,72
530,72
530,72
530,71
530,71
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,71
530,71
530,71
530,72
529,72
530,72
530,72
529,72
530,72
530,72
530,71
530,71
530,72
530,72
530,72
530,72
530,72
530,72
530,71
530,72
530,71
530,71
530,71
530,72
530,71
530,72
530,72
530,72
529,72
530,72
530,71
530,72
530,72
530,71
530,72
530,71
530,72
530,71
530,72
530,72
530,71
529,72
530,71
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,72
530,71
530,72
530,72
530,72
530,71
530,72
530,72
530,72
529,72
530,72
533,73
538,75
534,78
526,80
523,85
522,91
519,93
515,95
514,98
513,100
513,103
511,104
510,105
509,107
509,108
508,108
508,109
508,109
508,109
508,110
508,109
508,110
508,109
508,110
508,109
508,110
508,109
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,109
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,109
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,109
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,109
508,110
508,110
508,109
508,110
508,110
508,110
508,109
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
508,110
507,109
506,107
507,108
509,114
510,121
499,122
500,128
505,135
496,137
482,136
478,147
475,155
470,157
465,158
463,161
461,165
459,169
457,170
454,171
452,173
450,174
448,175
447,176
447,177
446,178
445,178
444,179
445,180
443,180
444,181
444,181
443,182
443,182
442,183
442,183
442,183
441,183
441,184
441,184
440,184
441,184
441,184
440,185
440,185
440,185
440,185
440,185
439,185
439,185
438,185
439,186
438,185
439,185
438,185
438,185
438,185
438,186
438,186
438,186
438,187
437,186
437,186
438,187
438,187
437,186
437,186
437,187
438,187
437,187
437,187
436,187
437,187
436,187
437,187
436,187
436,187
437,187
436,187
436,187
436,187
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
436,188
435,188
435,188
436,188
435,188
435,189
436,188
435,188
435,188
435,188
435,188
435,188
436,188
435,188
435,188
435,189
435,188
435,188
435,189
435,189
435,189
435,189
435,189
434,188
435,188
435,189
435,188
435,186
435,178
436,170
429,172
422,176
413,173
406,169
400,172
395,175
389,175
383,172
379,172
375,174
372,176
368,175
364,175
361,175
358,176
356,176
353,176
352,176
351,176
349,176
349,177
347,177
346,177
346,177
345,177
344,177
343,177
343,177
342,178
342,178
342,178
341,178
341,178
341,178
340,178
340,178
340,178
339,178
339,178
339,179
339,178
338,179
339,179
338,179
338,179
338,179
338,179
337,179
338,179
338,179
336,180
337,179
337,179
336,180
336,180
336,180
336,179
336,180
336,180
337,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
336,180
335,180
336,180
335,180
335,180
335,180
335,180
335,180
335,181
335,181
335,180
335,180
336,180
335,181
335,180
335,180
335,181
335,181
334,181
334,181
335,181
335,181
335,181
334,181
334,181
335,181
335,181
334,181
335,181
334,181
335,181
334,181
335,181
334,181
334,181
334,181
334,181
335,181
334,181
334,181
334,181
334,181
335,181
334,181
335,181
334,181
335,181
335,181
335,181
334,181
335,181
334,181
335,181
334,181
334,181
335,181
334,181
334,181
334,181
334,181
334,181
334,181
335,179
336,175
339,171
339,168
336,168
332,169
329,168
328,166
328,163
326,162
324,163
322,164
319,162
319,160
318,159
316,159
314,159
313,158
312,157
311,157
310,156
309,156
309,156
308,156
309,156
308,156
308,156
308,156
308,156
308,156
308,156
308,156
308,156
308,156
308,156
308,156
309,157
308,156
309,157
308,156
308,156
309,157
309,157
309,156
309,157
309,157
309,157
309,157
309,157
309,157
309,156
308,156
310,157
309,156
308,156
308,156
308,156
310,157
309,156
308,156
309,156
309,156
310,157
309,156
309,156
309,156
309,156
308,156
309,156
309,157
309,156
309,157
309,157
309,156
308,156
309,156
309,156
309,156
310,157
309,156
309,157
309,157
310,157
309,157
309,157
310,157
309,157
310,157
310,157
308,156
310,157
309,157
309,156
309,156
310,157
309,156
309,156
309,156
310,157
309,156
309,156
310,157
310,157
309,156
309,156
309,156
309,157
309,157
309,157
309,157
309,157
309,157
309,157
310,157
310,157
309,157
309,156
309,157
309,156
309,157
310,157
309,156
310,157
309,156
309,157
309,157
309,157
309,157
310,157
309,157
309,157
309,157
309,156
309,156
309,157
309,157
309,156
309,156
309,157
309,156
309,157
309,158
308,161
309,165
308,165
304,162
301,160
300,162
298,166
296,166
293,164
291,163
288,164
287,166
285,167
283,166
282,165
282,166
281,168
281,168
280,168
280,168
281,168
280,169
280,169
280,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
282,169
281,169
281,169
281,169
282,169
281,169
281,169
282,169
282,169
281,169
281,169
282,169
282,169
281,169
282,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
282,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,169
281,168
282,169
281,169
281,169
281,169
281,169
281,169
281,169
282,169
282,169
281,169
281,169
282,169
282,169
282,169
281,169
281,169
281,169
281,169
282,169
281,169
281,169
282,169
285,174
296,179
297,185
287,191
284,199
290,206
277,212
272,224
278,238
269,249
262,258
262,269
262,276
259,282
256,285
253,290
252,293
251,295
250,299
249,301
248,302
247,304
246,306
246,307
245,308
244,308
244,310
244,310
243,312
243,312
242,313
242,314
242,314
242,314
241,315
241,315
241,316
241,316
241,317
241,317
240,318
240,318
240,318
240,318
239,320
239,319
239,320
239,320
239,320
239,320
239,321
239,322
239,322
238,322
238,322
238,322
238,323
238,323
238,323
238,323
238,323
238,323
238,324
238,324
238,324
237,324
237,324
237,325
237,325
237,325
237,324
237,325
237,325
237,325
237,325
237,325
237,325
237,325
237,325
236,326
237,326
237,326
236,326
236,326
236,327
236,326
236,326
236,326
236,326
236,326
236,326
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,327
236,328
236,327
236,328
235,328
236,327
236,328
236,328
236,327
236,328
236,328
236,328
235,328
235,328
235,328
235,328
235,328
235,328
235,328
235,329
235,328
235,329
235,329
235,328
235,329
235,329
235,329
235,329
235,329
235,329
235,328
235,328
235,329
235,329
235,328
235,329
235,329
235,329
235,329
235,329
235,329
235,328
235,329
235,329
235,328
235,329
235,328
235,328
235,327
235,327
235,328
236,329
236,329
235,328
233,328
232,329
232,332
233,334
232,334
229,335
228,336
227,338
228,341
227,342
224,342
223,343
222,344
222,346
222,348
221,347
220,348
220,349
219,349
219,349
220,349
219,349
220,349
219,349
220,349
220,349
220,349
219,350
219,350
220,349
220,349
220,349
220,349
220,349
220,350
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,350
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,350
220,350
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,350
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,350
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
219,349
220,349
220,349
220,349
220,349
219,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,349
220,348
222,350
231,347
236,344
238,348
236,355
236,359
238,362
243,364
244,367
243,373
241,376
242,379
246,381
248,385
247,388
246,391
246,394
248,397
249,399
249,401
250,403
250,404
250,406
250,407
251,408
251,408
251,409
251,409
251,410
251,410
252,411
252,411
252,411
252,411
252,411
252,412
252,411
252,412
252,412
252,412
252,413
252,413
252,413
252,413
252,413
252,413
252,413
252,413
252,413
252,413
252,414
252,414
252,413
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,415
252,415
252,415
252,414
252,415
252,414
252,414
252,415
252,415
252,414
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,415
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,414
252,415
252,415
252,415
252,415
252,415
252,414
252,414
251,415
247,414
242,412
241,412
241,416
244,420
243,423
239,424
235,426
236,430
239,434
238,437
235,440
232,442
233,444
234,446
234,448
232,450
230,451
230,453
230,455
230,457
229,458
228,459
228,461
228,461
228,461
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
228,461
228,461
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,463
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
227,462
228,461
228,461
227,462
228,461
227,462
228,461
227,462
228,461
227,462
228,461
228,461
228,461
227,462
227,462
228,461
228,461
227,462
228,461
228,461
228,461
228,461
227,462
227,462
228,462
228,462
234,460
242,453
244,454
244,465
245,472
255,476
259,480
258,490
258,497
263,501
267,506
266,512
265,515
267,519
270,521
270,524
270,527
270,529
271,530
273,533
273,534
273,535
273,536
273,537
273,538
274,539
274,539
274,539
274,539
274,539
274,539
274,539
274,538
274,539
274,539
274,539
274,539
274,539
274,539
274,538
274,538
274,539
274,539
274,538
274,538
274,538
274,539
274,539
274,539
274,539
274,539
274,538
274,538
274,538
274,538
274,539
274,538
274,538
274,538
274,539
274,538
274,538
274,538
274,538
274,538
274,538
274,539
274,539
274,538
273,538
274,539
274,539
274,538
274,538
274,539
274,539
274,538
274,538
274,539
274,538
274,538
274,539
274,539
274,539
273,538
274,538
274,538
274,539
274,538
274,539
274,539
274,538
274,538
274,539
273,538
274,538
274,538
274,538
274,538
274,539
274,538
273,538
274,538
274,538
274,538
273,538
273,538
274,539
274,539
274,538
274,538
274,538
273,538
274,538
273,538
273,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
273,538
274,538
274,538
274,538
274,538
274,538
274,538
273,538
274,538
274,538
273,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
274,538
273,538
268,538
262,532
259,531
259,538
262,544
260,549
252,554
250,560
256,567
257,573
254,580
252,585
253,588
254,591
254,593
252,596
251,598
252,601
253,603
253,605
252,607
252,608
251,610
251,611
252,612
252,612
251,613
252,613
252,613
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,615
252,615
252,615
252,614
251,615
252,614
252,614
251,615
252,615
252,615
252,615
252,615
252,614
252,615
252,615
252,615
252,614
252,614
251,615
252,614
251,615
251,615
252,614
251,615
251,615
252,614
252,615
252,614
251,615
251,615
251,615
252,615
251,615
252,614
251,615
252,614
252,614
252,614
252,614
252,614
252,614
251,615
252,615
251,615
252,615
252,615
252,614
252,615
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
251,614
252,614
252,614
252,614
252,614
252,614
252,615
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,615
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
252,614
251,613
249,612
246,611
245,612
247,615
248,618
248,619
245,620
241,622
242,623
243,627
244,628
241,630
239,631
238,634
239,635
239,639
238,639
235,641
235,643
235,644
235,647
235,648
233,649
232,650
232,651
232,653
232,654
232,654
232,655
232,655
232,655
231,655
232,655
231,655
231,655
231,656
231,655
231,655
231,655
231,655
231,655
231,655
232,655
232,655
232,655
232,655
231,655
232,655
232,655
232,655
231,656
231,656
232,655
231,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,654
231,655
232,654
231,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,654
232,655
232,655
231,655
232,655
232,655
232,655
232,655
232,655
232,655
231,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,656
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
232,655
231,655
232,655
232,655
232,655
232,655
232,656
232,655
232,655
232,655
232,655
232,655
232,654
232,653
230,653
228,653
227,654
227,654
228,655
228,655
228,655
228,656
228,656
228,657
228,657
228,658
228,659
228,660
226,661
225,662
226,663
226,665
226,668
224,669
223,670
222,672
222,673
221,675
221,676
221,677
220,677
220,678
220,679
220,679
220,679
219,680
219,681
219,681
219,681
219,681
219,681
219,682
219,682
219,682
219,682
219,682
219,682
218,683
219,682
219,683
218,683
219,683
218,684
218,684
218,683
218,683
218,684
218,684
218,684
218,684
218,683
218,684
218,684
218,684
218,684
218,684
218,684
218,684
218,684
218,684
218,684
218,685
217,685
218,685
218,685
218,685
218,685
218,685
218,685
218,685
218,684
218,685
218,685
218,685
218,685
218,685
218,686
218,685
218,685
218,685
218,685
218,686
217,685
218,685
217,685
217,685
217,685
218,685
218,686
217,686
217,686
218,685
218,685
218,685
218,685
217,686
217,686
217,685
218,685
218,686
217,686
218,686
218,685
217,686
217,686
217,686
217,686
217,686
217,685
217,686
217,686
217,686
218,685
217,686
217,685
